total: 1240
{'title'} -> {'references', 'cite', 'url'}: 0.82
{'web', 'www'} -> {'https', 'date'}: 0.90
{'https', 'date'} -> {'web', 'www'}: 0.88
{'https', 'web'} -> {'date', 'www'}: 0.89
{'web', 'date'} -> {'https', 'www'}: 0.91
{'web'} -> {'https', 'date', 'cite'}: 0.78
{'https'} -> {'web', 'date', 'cite'}: 0.78
{'date'} -> {'web', 'cite', 'https'}: 0.73
{'cite'} -> {'web', 'date', 'https'}: 0.82
{'https', 'web'} -> {'date', 'cite'}: 0.89
{'web', 'date'} -> {'https', 'cite'}: 0.91
{'web', 'cite'} -> {'https', 'date'}: 0.91
{'https', 'date'} -> {'web', 'cite'}: 0.88
{'https', 'cite'} -> {'web', 'date'}: 0.89
{'date', 'cite'} -> {'web', 'https'}: 0.91
{'web'} -> {'title', 'https', 'references'}: 0.77
{'title'} -> {'references', 'web', 'https'}: 0.72
{'https'} -> {'title', 'web', 'references'}: 0.77
{'references'} -> {'title', 'web', 'https'}: 0.68
{'title', 'web'} -> {'https', 'references'}: 0.89
{'https', 'web'} -> {'title', 'references'}: 0.88
{'web', 'references'} -> {'title', 'https'}: 0.91
{'title', 'https'} -> {'web', 'references'}: 0.87
{'title', 'references'} -> {'web', 'https'}: 0.84
{'https', 'references'} -> {'title', 'web'}: 0.85
{'web'} -> {'https', 'date', 'references'}: 0.77
{'https'} -> {'web', 'date', 'references'}: 0.77
{'date'} -> {'references', 'web', 'https'}: 0.73
{'references'} -> {'web', 'date', 'https'}: 0.68
{'https', 'web'} -> {'date', 'references'}: 0.88
{'web', 'date'} -> {'https', 'references'}: 0.90
{'web', 'references'} -> {'https', 'date'}: 0.91
{'https', 'date'} -> {'web', 'references'}: 0.87
{'https', 'references'} -> {'web', 'date'}: 0.85
{'date', 'references'} -> {'web', 'https'}: 0.87
{'title'} -> {'web', 'https', 'www'}: 0.72
{'www'} -> {'title', 'https', 'web'}: 0.77
{'https'} -> {'title', 'web', 'www'}: 0.77
{'web'} -> {'title', 'https', 'www'}: 0.77
{'title', 'www'} -> {'https', 'web'}: 0.88
{'title', 'https'} -> {'web', 'www'}: 0.87
{'title', 'web'} -> {'https', 'www'}: 0.89
{'https', 'www'} -> {'title', 'web'}: 0.86
{'web', 'www'} -> {'title', 'https'}: 0.90
{'https', 'web'} -> {'title', 'www'}: 0.88
{'title'} -> {'web', 'date', 'references'}: 0.72
{'web'} -> {'title', 'date', 'references'}: 0.77
{'date'} -> {'title', 'web', 'references'}: 0.73
{'references'} -> {'title', 'web', 'date'}: 0.68
{'title', 'web'} -> {'date', 'references'}: 0.89
{'title', 'date'} -> {'web', 'references'}: 0.87
{'title', 'references'} -> {'web', 'date'}: 0.84
{'web', 'date'} -> {'title', 'references'}: 0.90
{'web', 'references'} -> {'title', 'date'}: 0.90
{'date', 'references'} -> {'title', 'web'}: 0.86
{'title'} -> {'references', 'date', 'www'}: 0.72
{'www'} -> {'title', 'date', 'references'}: 0.77
{'date'} -> {'title', 'references', 'www'}: 0.73
{'references'} -> {'title', 'date', 'www'}: 0.68
{'title', 'www'} -> {'date', 'references'}: 0.87
{'title', 'date'} -> {'references', 'www'}: 0.87
{'title', 'references'} -> {'date', 'www'}: 0.84
{'date', 'www'} -> {'title', 'references'}: 0.90
{'www', 'references'} -> {'title', 'date'}: 0.87
{'date', 'references'} -> {'title', 'www'}: 0.86
{'web'} -> {'https', 'cite', 'references'}: 0.77
{'references'} -> {'web', 'cite', 'https'}: 0.68
{'https'} -> {'web', 'cite', 'references'}: 0.77
{'cite'} -> {'https', 'web', 'references'}: 0.81
{'web', 'references'} -> {'https', 'cite'}: 0.90
{'https', 'web'} -> {'cite', 'references'}: 0.88
{'web', 'cite'} -> {'https', 'references'}: 0.90
{'https', 'references'} -> {'web', 'cite'}: 0.85
{'references', 'cite'} -> {'web', 'https'}: 0.86
{'https', 'cite'} -> {'web', 'references'}: 0.88
{'www'} -> {'https', 'date', 'cite'}: 0.77
{'https'} -> {'cite', 'date', 'www'}: 0.77
{'date'} -> {'https', 'cite', 'www'}: 0.73
{'cite'} -> {'https', 'date', 'www'}: 0.81
{'https', 'www'} -> {'date', 'cite'}: 0.86
{'date', 'www'} -> {'https', 'cite'}: 0.90
{'www', 'cite'} -> {'https', 'date'}: 0.91
{'https', 'date'} -> {'cite', 'www'}: 0.87
{'https', 'cite'} -> {'date', 'www'}: 0.88
{'date', 'cite'} -> {'https', 'www'}: 0.90
{'web'} -> {'https', 'cite', 'www'}: 0.77
{'www'} -> {'web', 'cite', 'https'}: 0.77
{'https'} -> {'web', 'cite', 'www'}: 0.77
{'cite'} -> {'https', 'web', 'www'}: 0.81
{'web', 'www'} -> {'https', 'cite'}: 0.89
{'https', 'web'} -> {'cite', 'www'}: 0.88
{'web', 'cite'} -> {'https', 'www'}: 0.90
{'https', 'www'} -> {'web', 'cite'}: 0.86
{'www', 'cite'} -> {'web', 'https'}: 0.91
{'https', 'cite'} -> {'web', 'www'}: 0.88
{'web'} -> {'references', 'https', 'www'}: 0.77
{'www'} -> {'references', 'web', 'https'}: 0.77
{'https'} -> {'references', 'web', 'www'}: 0.77
{'references'} -> {'https', 'web', 'www'}: 0.67
{'web', 'www'} -> {'https', 'references'}: 0.89
{'https', 'web'} -> {'references', 'www'}: 0.87
{'web', 'references'} -> {'https', 'www'}: 0.90
{'https', 'www'} -> {'web', 'references'}: 0.85
{'www', 'references'} -> {'web', 'https'}: 0.87
{'https', 'references'} -> {'web', 'www'}: 0.84
{'title'} -> {'references', 'web', 'www'}: 0.71
{'www'} -> {'title', 'web', 'references'}: 0.77
{'web'} -> {'title', 'references', 'www'}: 0.77
{'references'} -> {'title', 'web', 'www'}: 0.67
{'title', 'www'} -> {'web', 'references'}: 0.87
{'title', 'web'} -> {'references', 'www'}: 0.88
{'title', 'references'} -> {'web', 'www'}: 0.83
{'web', 'www'} -> {'title', 'references'}: 0.89
{'www', 'references'} -> {'title', 'web'}: 0.87
{'web', 'references'} -> {'title', 'www'}: 0.90
{'web'} -> {'cite', 'date', 'references'}: 0.77
{'references'} -> {'web', 'date', 'cite'}: 0.67
{'date'} -> {'web', 'cite', 'references'}: 0.72
{'cite'} -> {'web', 'date', 'references'}: 0.80
{'web', 'references'} -> {'date', 'cite'}: 0.90
{'web', 'date'} -> {'cite', 'references'}: 0.89
{'web', 'cite'} -> {'date', 'references'}: 0.89
{'date', 'references'} -> {'web', 'cite'}: 0.86
{'references', 'cite'} -> {'web', 'date'}: 0.86
{'date', 'cite'} -> {'web', 'references'}: 0.89
{'www'} -> {'cite', 'date', 'references'}: 0.76
{'references'} -> {'cite', 'date', 'www'}: 0.67
{'date'} -> {'references', 'cite', 'www'}: 0.72
{'cite'} -> {'references', 'date', 'www'}: 0.80
{'www', 'references'} -> {'date', 'cite'}: 0.86
{'date', 'www'} -> {'cite', 'references'}: 0.89
{'www', 'cite'} -> {'date', 'references'}: 0.90
{'date', 'references'} -> {'cite', 'www'}: 0.85
{'references', 'cite'} -> {'date', 'www'}: 0.85
{'date', 'cite'} -> {'references', 'www'}: 0.89
{'web'} -> {'references', 'cite', 'www'}: 0.76
{'www'} -> {'web', 'cite', 'references'}: 0.76
{'references'} -> {'web', 'cite', 'www'}: 0.67
{'cite'} -> {'references', 'web', 'www'}: 0.80
{'web', 'www'} -> {'cite', 'references'}: 0.88
{'web', 'references'} -> {'cite', 'www'}: 0.89
{'web', 'cite'} -> {'references', 'www'}: 0.89
{'www', 'references'} -> {'web', 'cite'}: 0.86
{'www', 'cite'} -> {'web', 'references'}: 0.90
{'references', 'cite'} -> {'web', 'www'}: 0.85
{'title'} -> {'web', 'date', 'www'}: 0.71
{'web'} -> {'title', 'date', 'www'}: 0.76
{'date'} -> {'title', 'web', 'www'}: 0.71
{'www'} -> {'title', 'web', 'date'}: 0.76
{'title', 'web'} -> {'date', 'www'}: 0.87
{'title', 'date'} -> {'web', 'www'}: 0.86
{'title', 'www'} -> {'web', 'date'}: 0.86
{'web', 'date'} -> {'title', 'www'}: 0.88
{'web', 'www'} -> {'title', 'date'}: 0.88
{'date', 'www'} -> {'title', 'web'}: 0.88
{'www'} -> {'web', 'date', 'cite'}: 0.75
{'web'} -> {'cite', 'date', 'www'}: 0.75
{'date'} -> {'web', 'cite', 'www'}: 0.71
{'cite'} -> {'web', 'date', 'www'}: 0.79
{'web', 'www'} -> {'date', 'cite'}: 0.87
{'date', 'www'} -> {'web', 'cite'}: 0.88
{'www', 'cite'} -> {'web', 'date'}: 0.89
{'web', 'date'} -> {'cite', 'www'}: 0.88
{'web', 'cite'} -> {'date', 'www'}: 0.88
{'date', 'cite'} -> {'web', 'www'}: 0.88
{'www'} -> {'web', 'date', 'references'}: 0.75
{'web'} -> {'references', 'date', 'www'}: 0.75
{'date'} -> {'references', 'web', 'www'}: 0.71
{'references'} -> {'web', 'date', 'www'}: 0.66
{'web', 'www'} -> {'date', 'references'}: 0.86
{'date', 'www'} -> {'web', 'references'}: 0.87
{'www', 'references'} -> {'web', 'date'}: 0.85
{'web', 'date'} -> {'references', 'www'}: 0.87
{'web', 'references'} -> {'date', 'www'}: 0.88
{'date', 'references'} -> {'web', 'www'}: 0.84
{'title'} -> {'http', 'cite', 'url'}: 0.66
{'http'} -> {'title', 'cite', 'url'}: 0.81
{'url'} -> {'title', 'http', 'cite'}: 0.70
{'cite'} -> {'title', 'http', 'url'}: 0.75
{'title', 'http'} -> {'cite', 'url'}: 0.95
{'title', 'url'} -> {'http', 'cite'}: 0.76
{'title', 'cite'} -> {'http', 'url'}: 0.75
{'http', 'url'} -> {'title', 'cite'}: 0.93
{'http', 'cite'} -> {'title', 'url'}: 0.99
{'url', 'cite'} -> {'title', 'http'}: 0.76
{'http'} -> {'url', 'web', 'www'}: 0.80
{'web'} -> {'http', 'url', 'www'}: 0.70
{'www'} -> {'http', 'web', 'url'}: 0.70
{'url'} -> {'http', 'web', 'www'}: 0.69
{'http', 'web'} -> {'url', 'www'}: 0.94
{'http', 'www'} -> {'web', 'url'}: 0.89
{'http', 'url'} -> {'web', 'www'}: 0.91
{'web', 'www'} -> {'http', 'url'}: 0.81
{'web', 'url'} -> {'http', 'www'}: 0.76
{'www', 'url'} -> {'http', 'web'}: 0.78
{'title'} -> {'http', 'cite', 'references'}: 0.64
{'http'} -> {'title', 'cite', 'references'}: 0.79
{'references'} -> {'title', 'http', 'cite'}: 0.60
{'cite'} -> {'title', 'http', 'references'}: 0.72
{'title', 'http'} -> {'cite', 'references'}: 0.92
{'title', 'references'} -> {'http', 'cite'}: 0.75
{'title', 'cite'} -> {'http', 'references'}: 0.73
{'http', 'references'} -> {'title', 'cite'}: 0.91
{'http', 'cite'} -> {'title', 'references'}: 0.96
{'references', 'cite'} -> {'title', 'http'}: 0.77
{'title'} -> {'one', 'cite', 'url'}: 0.64
{'one'} -> {'title', 'cite', 'url'}: 0.51
{'url'} -> {'title', 'one', 'cite'}: 0.67
{'cite'} -> {'title', 'one', 'url'}: 0.72
{'title', 'one'} -> {'cite', 'url'}: 0.90
{'title', 'url'} -> {'one', 'cite'}: 0.73
{'title', 'cite'} -> {'one', 'url'}: 0.72
{'one', 'url'} -> {'title', 'cite'}: 0.96
{'one', 'cite'} -> {'title', 'url'}: 0.98
{'url', 'cite'} -> {'title', 'one'}: 0.73
{'title'} -> {'http', 'references', 'url'}: 0.64
{'http'} -> {'title', 'references', 'url'}: 0.78
{'url'} -> {'title', 'http', 'references'}: 0.67
{'references'} -> {'title', 'http', 'url'}: 0.60
{'title', 'http'} -> {'references', 'url'}: 0.92
{'title', 'url'} -> {'http', 'references'}: 0.73
{'title', 'references'} -> {'http', 'url'}: 0.74
{'http', 'url'} -> {'title', 'references'}: 0.89
{'http', 'references'} -> {'title', 'url'}: 0.91
{'url', 'references'} -> {'title', 'http'}: 0.75
{'http'} -> {'https', 'date', 'url'}: 0.78
{'https'} -> {'http', 'date', 'url'}: 0.68
{'date'} -> {'http', 'https', 'url'}: 0.64
{'url'} -> {'http', 'https', 'date'}: 0.67
{'http', 'https'} -> {'date', 'url'}: 0.95
{'http', 'date'} -> {'https', 'url'}: 0.93
{'http', 'url'} -> {'https', 'date'}: 0.89
{'https', 'date'} -> {'http', 'url'}: 0.77
{'https', 'url'} -> {'http', 'date'}: 0.73
{'date', 'url'} -> {'http', 'https'}: 0.75
{'http'} -> {'url', 'https', 'www'}: 0.78
{'https'} -> {'http', 'url', 'www'}: 0.68
{'www'} -> {'http', 'https', 'url'}: 0.68
{'url'} -> {'http', 'https', 'www'}: 0.67
{'http', 'https'} -> {'url', 'www'}: 0.95
{'http', 'www'} -> {'https', 'url'}: 0.87
{'http', 'url'} -> {'https', 'www'}: 0.89
{'https', 'www'} -> {'http', 'url'}: 0.76
{'https', 'url'} -> {'http', 'www'}: 0.73
{'www', 'url'} -> {'http', 'https'}: 0.76
{'http'} -> {'web', 'date', 'url'}: 0.78
{'web'} -> {'http', 'date', 'url'}: 0.68
{'date'} -> {'http', 'web', 'url'}: 0.64
{'url'} -> {'http', 'web', 'date'}: 0.67
{'http', 'web'} -> {'date', 'url'}: 0.92
{'http', 'date'} -> {'web', 'url'}: 0.93
{'http', 'url'} -> {'web', 'date'}: 0.89
{'web', 'date'} -> {'http', 'url'}: 0.80
{'web', 'url'} -> {'http', 'date'}: 0.74
{'date', 'url'} -> {'http', 'web'}: 0.75
{'http'} -> {'url', 'date', 'www'}: 0.78
{'www'} -> {'http', 'date', 'url'}: 0.68
{'date'} -> {'http', 'url', 'www'}: 0.64
{'url'} -> {'http', 'date', 'www'}: 0.67
{'http', 'www'} -> {'date', 'url'}: 0.87
{'http', 'date'} -> {'url', 'www'}: 0.93
{'http', 'url'} -> {'date', 'www'}: 0.89
{'date', 'www'} -> {'http', 'url'}: 0.80
{'www', 'url'} -> {'http', 'date'}: 0.76
{'date', 'url'} -> {'http', 'www'}: 0.75
{'people'} -> {'title', 'cite', 'url'}: 0.47
{'title'} -> {'people', 'cite', 'url'}: 0.63
{'url'} -> {'people', 'title', 'cite'}: 0.67
{'cite'} -> {'people', 'title', 'url'}: 0.71
{'people', 'title'} -> {'cite', 'url'}: 0.92
{'people', 'url'} -> {'title', 'cite'}: 0.94
{'people', 'cite'} -> {'title', 'url'}: 0.99
{'title', 'url'} -> {'people', 'cite'}: 0.72
{'title', 'cite'} -> {'people', 'url'}: 0.72
{'url', 'cite'} -> {'people', 'title'}: 0.73
{'title'} -> {'one', 'cite', 'references'}: 0.63
{'one'} -> {'title', 'cite', 'references'}: 0.51
{'references'} -> {'title', 'one', 'cite'}: 0.60
{'cite'} -> {'title', 'one', 'references'}: 0.71
{'title', 'one'} -> {'cite', 'references'}: 0.90
{'title', 'references'} -> {'one', 'cite'}: 0.74
{'title', 'cite'} -> {'one', 'references'}: 0.72
{'one', 'references'} -> {'title', 'cite'}: 0.82
{'one', 'cite'} -> {'title', 'references'}: 0.98
{'references', 'cite'} -> {'title', 'one'}: 0.76
{'http'} -> {'url', 'cite', 'references'}: 0.78
{'references'} -> {'http', 'cite', 'url'}: 0.60
{'url'} -> {'http', 'cite', 'references'}: 0.67
{'cite'} -> {'http', 'url', 'references'}: 0.71
{'http', 'references'} -> {'cite', 'url'}: 0.90
{'http', 'url'} -> {'cite', 'references'}: 0.89
{'http', 'cite'} -> {'url', 'references'}: 0.95
{'url', 'references'} -> {'http', 'cite'}: 0.74
{'references', 'cite'} -> {'http', 'url'}: 0.76
{'url', 'cite'} -> {'http', 'references'}: 0.73
{'web'} -> {'http', 'https', 'url'}: 0.68
{'http'} -> {'url', 'web', 'https'}: 0.78
{'https'} -> {'http', 'web', 'url'}: 0.68
{'url'} -> {'http', 'web', 'https'}: 0.67
{'http', 'web'} -> {'https', 'url'}: 0.92
{'https', 'web'} -> {'http', 'url'}: 0.77
{'web', 'url'} -> {'http', 'https'}: 0.74
{'http', 'https'} -> {'web', 'url'}: 0.94
{'http', 'url'} -> {'web', 'https'}: 0.89
{'https', 'url'} -> {'http', 'web'}: 0.73
{'title'} -> {'http', 'web', 'url'}: 0.63
{'http'} -> {'title', 'web', 'url'}: 0.78
{'web'} -> {'title', 'http', 'url'}: 0.68
{'url'} -> {'title', 'http', 'web'}: 0.67
{'title', 'http'} -> {'web', 'url'}: 0.91
{'title', 'web'} -> {'http', 'url'}: 0.78
{'title', 'url'} -> {'http', 'web'}: 0.72
{'http', 'web'} -> {'title', 'url'}: 0.92
{'http', 'url'} -> {'title', 'web'}: 0.89
{'web', 'url'} -> {'title', 'http'}: 0.74
{'title'} -> {'http', 'web', 'cite'}: 0.63
{'http'} -> {'title', 'web', 'cite'}: 0.77
{'web'} -> {'title', 'http', 'cite'}: 0.68
{'cite'} -> {'title', 'http', 'web'}: 0.71
{'title', 'http'} -> {'web', 'cite'}: 0.91
{'title', 'web'} -> {'http', 'cite'}: 0.78
{'title', 'cite'} -> {'http', 'web'}: 0.71
{'http', 'web'} -> {'title', 'cite'}: 0.91
{'http', 'cite'} -> {'title', 'web'}: 0.94
{'web', 'cite'} -> {'title', 'http'}: 0.79
{'http'} -> {'web', 'cite', 'url'}: 0.77
{'web'} -> {'http', 'cite', 'url'}: 0.68
{'url'} -> {'http', 'web', 'cite'}: 0.66
{'cite'} -> {'http', 'web', 'url'}: 0.71
{'http', 'web'} -> {'cite', 'url'}: 0.91
{'http', 'url'} -> {'web', 'cite'}: 0.88
{'http', 'cite'} -> {'web', 'url'}: 0.94
{'web', 'url'} -> {'http', 'cite'}: 0.73
{'web', 'cite'} -> {'http', 'url'}: 0.79
{'url', 'cite'} -> {'http', 'web'}: 0.73
{'title'} -> {'http', 'url', 'www'}: 0.63
{'http'} -> {'title', 'url', 'www'}: 0.77
{'www'} -> {'title', 'http', 'url'}: 0.68
{'url'} -> {'title', 'http', 'www'}: 0.66
{'title', 'http'} -> {'url', 'www'}: 0.91
{'title', 'www'} -> {'http', 'url'}: 0.76
{'title', 'url'} -> {'http', 'www'}: 0.72
{'http', 'www'} -> {'title', 'url'}: 0.86
{'http', 'url'} -> {'title', 'www'}: 0.88
{'www', 'url'} -> {'title', 'http'}: 0.75
{'title'} -> {'http', 'cite', 'www'}: 0.63
{'http'} -> {'title', 'cite', 'www'}: 0.77
{'www'} -> {'title', 'http', 'cite'}: 0.68
{'cite'} -> {'title', 'http', 'www'}: 0.71
{'title', 'http'} -> {'cite', 'www'}: 0.91
{'title', 'www'} -> {'http', 'cite'}: 0.76
{'title', 'cite'} -> {'http', 'www'}: 0.71
{'http', 'www'} -> {'title', 'cite'}: 0.86
{'http', 'cite'} -> {'title', 'www'}: 0.94
{'www', 'cite'} -> {'title', 'http'}: 0.80
{'title'} -> {'one', 'references', 'url'}: 0.62
{'one'} -> {'title', 'references', 'url'}: 0.50
{'url'} -> {'title', 'one', 'references'}: 0.66
{'references'} -> {'title', 'one', 'url'}: 0.59
{'title', 'one'} -> {'references', 'url'}: 0.89
{'title', 'url'} -> {'one', 'references'}: 0.71
{'title', 'references'} -> {'one', 'url'}: 0.73
{'one', 'url'} -> {'title', 'references'}: 0.95
{'one', 'references'} -> {'title', 'url'}: 0.81
{'url', 'references'} -> {'title', 'one'}: 0.73
{'one'} -> {'url', 'cite', 'references'}: 0.50
{'references'} -> {'one', 'cite', 'url'}: 0.59
{'url'} -> {'one', 'cite', 'references'}: 0.66
{'cite'} -> {'one', 'url', 'references'}: 0.70
{'one', 'references'} -> {'cite', 'url'}: 0.81
{'one', 'url'} -> {'cite', 'references'}: 0.95
{'one', 'cite'} -> {'url', 'references'}: 0.96
{'url', 'references'} -> {'one', 'cite'}: 0.73
{'references', 'cite'} -> {'one', 'url'}: 0.75
{'url', 'cite'} -> {'one', 'references'}: 0.72
{'title'} -> {'http', 'date', 'cite'}: 0.62
{'http'} -> {'title', 'date', 'cite'}: 0.77
{'date'} -> {'title', 'http', 'cite'}: 0.63
{'cite'} -> {'title', 'http', 'date'}: 0.70
{'title', 'http'} -> {'date', 'cite'}: 0.90
{'title', 'date'} -> {'http', 'cite'}: 0.76
{'title', 'cite'} -> {'http', 'date'}: 0.71
{'http', 'date'} -> {'title', 'cite'}: 0.91
{'http', 'cite'} -> {'title', 'date'}: 0.93
{'date', 'cite'} -> {'title', 'http'}: 0.78
{'title'} -> {'http', 'date', 'url'}: 0.62
{'http'} -> {'title', 'date', 'url'}: 0.77
{'date'} -> {'title', 'http', 'url'}: 0.63
{'url'} -> {'title', 'http', 'date'}: 0.66
{'title', 'http'} -> {'date', 'url'}: 0.90
{'title', 'date'} -> {'http', 'url'}: 0.76
{'title', 'url'} -> {'http', 'date'}: 0.71
{'http', 'date'} -> {'title', 'url'}: 0.91
{'http', 'url'} -> {'title', 'date'}: 0.88
{'date', 'url'} -> {'title', 'http'}: 0.73
{'http'} -> {'url', 'cite', 'www'}: 0.77
{'www'} -> {'http', 'cite', 'url'}: 0.67
{'url'} -> {'http', 'cite', 'www'}: 0.66
{'cite'} -> {'http', 'url', 'www'}: 0.70
{'http', 'www'} -> {'cite', 'url'}: 0.86
{'http', 'url'} -> {'cite', 'www'}: 0.88
{'http', 'cite'} -> {'url', 'www'}: 0.93
{'www', 'url'} -> {'http', 'cite'}: 0.75
{'www', 'cite'} -> {'http', 'url'}: 0.79
{'url', 'cite'} -> {'http', 'www'}: 0.72
{'http'} -> {'references', 'web', 'url'}: 0.77
{'web'} -> {'http', 'references', 'url'}: 0.67
{'url'} -> {'http', 'web', 'references'}: 0.66
{'references'} -> {'http', 'web', 'url'}: 0.59
{'http', 'web'} -> {'references', 'url'}: 0.91
{'http', 'url'} -> {'web', 'references'}: 0.88
{'http', 'references'} -> {'web', 'url'}: 0.89
{'web', 'url'} -> {'http', 'references'}: 0.73
{'web', 'references'} -> {'http', 'url'}: 0.79
{'url', 'references'} -> {'http', 'web'}: 0.73
{'url'} -> {'http', 'date', 'cite'}: 0.66
{'http'} -> {'cite', 'date', 'url'}: 0.76
{'date'} -> {'http', 'cite', 'url'}: 0.63
{'cite'} -> {'http', 'date', 'url'}: 0.70
{'http', 'url'} -> {'date', 'cite'}: 0.87
{'date', 'url'} -> {'http', 'cite'}: 0.73
{'url', 'cite'} -> {'http', 'date'}: 0.72
{'http', 'date'} -> {'cite', 'url'}: 0.91
{'http', 'cite'} -> {'date', 'url'}: 0.93
{'date', 'cite'} -> {'http', 'url'}: 0.78
{'url'} -> {'http', 'date', 'references'}: 0.66
{'http'} -> {'references', 'date', 'url'}: 0.76
{'date'} -> {'http', 'references', 'url'}: 0.63
{'references'} -> {'http', 'date', 'url'}: 0.59
{'http', 'url'} -> {'date', 'references'}: 0.87
{'date', 'url'} -> {'http', 'references'}: 0.73
{'url', 'references'} -> {'http', 'date'}: 0.73
{'http', 'date'} -> {'references', 'url'}: 0.91
{'http', 'references'} -> {'date', 'url'}: 0.89
{'date', 'references'} -> {'http', 'url'}: 0.75
{'http'} -> {'url', 'references', 'www'}: 0.76
{'www'} -> {'http', 'references', 'url'}: 0.67
{'url'} -> {'http', 'references', 'www'}: 0.66
{'references'} -> {'http', 'url', 'www'}: 0.59
{'http', 'www'} -> {'references', 'url'}: 0.85
{'http', 'url'} -> {'references', 'www'}: 0.87
{'http', 'references'} -> {'url', 'www'}: 0.89
{'www', 'url'} -> {'http', 'references'}: 0.74
{'www', 'references'} -> {'http', 'url'}: 0.75
{'url', 'references'} -> {'http', 'www'}: 0.73
{'http'} -> {'https', 'date', 'www'}: 0.76
{'https'} -> {'http', 'date', 'www'}: 0.67
{'date'} -> {'http', 'https', 'www'}: 0.63
{'www'} -> {'http', 'https', 'date'}: 0.67
{'http', 'https'} -> {'date', 'www'}: 0.92
{'http', 'date'} -> {'https', 'www'}: 0.91
{'http', 'www'} -> {'https', 'date'}: 0.85
{'https', 'date'} -> {'http', 'www'}: 0.75
{'https', 'www'} -> {'http', 'date'}: 0.74
{'date', 'www'} -> {'http', 'https'}: 0.78
{'http'} -> {'web', 'https', 'www'}: 0.76
{'https'} -> {'http', 'web', 'www'}: 0.67
{'www'} -> {'http', 'https', 'web'}: 0.67
{'web'} -> {'http', 'https', 'www'}: 0.67
{'http', 'https'} -> {'web', 'www'}: 0.92
{'http', 'www'} -> {'https', 'web'}: 0.85
{'http', 'web'} -> {'https', 'www'}: 0.90
{'https', 'www'} -> {'http', 'web'}: 0.74
{'https', 'web'} -> {'http', 'www'}: 0.76
{'web', 'www'} -> {'http', 'https'}: 0.77
{'https'} -> {'date', 'url', 'archive'}: 0.66
{'date'} -> {'https', 'url', 'archive'}: 0.62
{'url'} -> {'https', 'date', 'archive'}: 0.65
{'archive'} -> {'https', 'date', 'url'}: 0.94
{'https', 'date'} -> {'url', 'archive'}: 0.75
{'https', 'url'} -> {'date', 'archive'}: 0.71
{'https', 'archive'} -> {'date', 'url'}: 0.96
{'date', 'url'} -> {'https', 'archive'}: 0.73
{'date', 'archive'} -> {'https', 'url'}: 0.99
{'url', 'archive'} -> {'https', 'date'}: 0.97
{'http'} -> {'https', 'date', 'web'}: 0.76
{'https'} -> {'http', 'web', 'date'}: 0.66
{'date'} -> {'http', 'https', 'web'}: 0.62
{'web'} -> {'http', 'https', 'date'}: 0.66
{'http', 'https'} -> {'web', 'date'}: 0.92
{'http', 'date'} -> {'https', 'web'}: 0.90
{'http', 'web'} -> {'https', 'date'}: 0.89
{'https', 'date'} -> {'http', 'web'}: 0.75
{'https', 'web'} -> {'http', 'date'}: 0.75
{'web', 'date'} -> {'http', 'https'}: 0.77
{'http'} -> {'web', 'date', 'www'}: 0.76
{'web'} -> {'http', 'date', 'www'}: 0.66
{'date'} -> {'http', 'web', 'www'}: 0.62
{'www'} -> {'http', 'web', 'date'}: 0.66
{'http', 'web'} -> {'date', 'www'}: 0.89
{'http', 'date'} -> {'web', 'www'}: 0.90
{'http', 'www'} -> {'web', 'date'}: 0.85
{'web', 'date'} -> {'http', 'www'}: 0.77
{'web', 'www'} -> {'http', 'date'}: 0.77
{'date', 'www'} -> {'http', 'web'}: 0.77
{'people'} -> {'title', 'cite', 'references'}: 0.45
{'title'} -> {'people', 'cite', 'references'}: 0.61
{'references'} -> {'people', 'title', 'cite'}: 0.58
{'cite'} -> {'people', 'title', 'references'}: 0.69
{'people', 'title'} -> {'cite', 'references'}: 0.89
{'people', 'references'} -> {'title', 'cite'}: 0.80
{'people', 'cite'} -> {'title', 'references'}: 0.96
{'title', 'references'} -> {'people', 'cite'}: 0.71
{'title', 'cite'} -> {'people', 'references'}: 0.69
{'references', 'cite'} -> {'people', 'title'}: 0.74
{'title'} -> {'http', 'https', 'url'}: 0.61
{'http'} -> {'title', 'https', 'url'}: 0.75
{'https'} -> {'title', 'http', 'url'}: 0.66
{'url'} -> {'title', 'http', 'https'}: 0.65
{'title', 'http'} -> {'https', 'url'}: 0.88
{'title', 'https'} -> {'http', 'url'}: 0.74
{'title', 'url'} -> {'http', 'https'}: 0.70
{'http', 'https'} -> {'title', 'url'}: 0.91
{'http', 'url'} -> {'title', 'https'}: 0.86
{'https', 'url'} -> {'title', 'http'}: 0.71
{'title'} -> {'http', 'https', 'cite'}: 0.61
{'http'} -> {'title', 'https', 'cite'}: 0.75
{'https'} -> {'title', 'http', 'cite'}: 0.66
{'cite'} -> {'title', 'http', 'https'}: 0.69
{'title', 'http'} -> {'https', 'cite'}: 0.88
{'title', 'https'} -> {'http', 'cite'}: 0.74
{'title', 'cite'} -> {'http', 'https'}: 0.69
{'http', 'https'} -> {'title', 'cite'}: 0.91
{'http', 'cite'} -> {'title', 'https'}: 0.92
{'https', 'cite'} -> {'title', 'http'}: 0.75
{'title'} -> {'http', 'references', 'www'}: 0.61
{'http'} -> {'title', 'references', 'www'}: 0.75
{'www'} -> {'title', 'http', 'references'}: 0.66
